#ID                             RA                DEC
UVUDF_16                 53.1645966 -27.83115894
UVUDF_1345               53.1542099 -27.81191467
UVUDF_1347               53.1586550 -27.81184536
UVUDF_1349               53.1731445 -27.81180789
UVUDF_1355               53.1480688 -27.81173811
UVUDF_1356               53.1760781 -27.81170447
UVUDF_1357               53.1739442 -27.81174293
UVUDF_1358               53.1593102 -27.81167967
UVUDF_1359               53.1606560 -27.81171425
UVUDF_1361               53.1716670 -27.81171290
UVUDF_1362               53.1517800 -27.81162572
UVUDF_1366               53.1675666 -27.81156917
UVUDF_1367               53.1541492 -27.81165611
UVUDF_1368               53.1582308 -27.81163940
UVUDF_1369               53.1725240 -27.81163182
UVUDF_1370               53.1602121 -27.81140837
UVUDF_1371               53.1497289 -27.81152349
UVUDF_1373               53.1707947 -27.81150095
UVUDF_1375               53.1508434 -27.81156931
UVUDF_1378               53.1411030 -27.81154627
UVUDF_1380               53.1740036 -27.81153323
UVUDF_1383               53.1484199 -27.81146252
UVUDF_1385               53.1757058 -27.81141768
UVUDF_1386               53.1648802 -27.81133817
UVUDF_1389               53.1507522 -27.81126092
UVUDF_1394               53.1717106 -27.81136425
UVUDF_1395               53.1537509 -27.81137057
UVUDF_1398               53.1661925 -27.81123851
UVUDF_1399               53.1509161 -27.81131388
UVUDF_1401               53.1615352 -27.81129471
UVUDF_1408               53.1528547 -27.81120469
UVUDF_1409               53.1613639 -27.81119378
UVUDF_1410               53.1700837 -27.81112255
UVUDF_1411               53.1519153 -27.81116830
UVUDF_1415               53.1422553 -27.81105097
UVUDF_1416               53.1644754 -27.81113212
UVUDF_1419               53.1421778 -27.81114614
UVUDF_1423               53.1748021 -27.81109920
UVUDF_1426               53.1681004 -27.81108613
UVUDF_1427               53.1758126 -27.81097155
UVUDF_1431               53.1513959 -27.81092977
UVUDF_1434               53.1416363 -27.81093657
UVUDF_1440               53.1651677 -27.81088020
UVUDF_1441               53.1717693 -27.81096166
UVUDF_1443               53.1601567 -27.81087614
UVUDF_1444               53.1746504 -27.81086653
UVUDF_1445               53.1638063 -27.81093578
UVUDF_1446               53.1493118 -27.81095998
UVUDF_1448               53.1677535 -27.81093589
UVUDF_1449               53.1717830 -27.81084491
UVUDF_1451               53.1406461 -27.81087627
UVUDF_1455               53.1695219 -27.81079510
UVUDF_1456               53.1631356 -27.81083838
UVUDF_1457               53.1742126 -27.81076774
UVUDF_1459               53.1644547 -27.81030125
UVUDF_1460               53.1422249 -27.81072822
UVUDF_1462               53.1693286 -27.81071569
UVUDF_1464               53.1421418 -27.81075221
UVUDF_1465               53.1743584 -27.81071157
UVUDF_1467               53.1494470 -27.81073667
UVUDF_1469               53.1740663 -27.81071509
UVUDF_1471               53.1447325 -27.81069308
UVUDF_1473               53.1505321 -27.81043635
UVUDF_1478               53.1697073 -27.81054400
UVUDF_1479               53.1545453 -27.81059290
UVUDF_1480               53.1649369 -27.81061193
UVUDF_1485               53.1620362 -27.81046137
UVUDF_1488               53.1473232 -27.81046903
UVUDF_1489               53.1613938 -27.81050920
UVUDF_1490               53.1538607 -27.81048684
UVUDF_1491               53.1642709 -27.81043585
UVUDF_1493               53.1405750 -27.81051549
UVUDF_1494               53.1611755 -27.81050808
UVUDF_1495               53.1512254 -27.81048210
UVUDF_1499               53.1727693 -27.81046272
UVUDF_1502               53.1511221 -27.81044650
UVUDF_1503               53.1622204 -27.81043911
UVUDF_1504               53.1706431 -27.81042066
UVUDF_1505               53.1517564 -27.81036360
UVUDF_1507               53.1532232 -27.81035275
UVUDF_1508               53.1617755 -27.81035262
UVUDF_1509               53.1751223 -27.81038114
UVUDF_1510               53.1723443 -27.80982132
UVUDF_1512               53.1698295 -27.81016876
UVUDF_1513               53.1700473 -27.81020792
UVUDF_1514               53.1699206 -27.81031925
UVUDF_1516               53.1589212 -27.81030549
UVUDF_1517               53.1393283 -27.81032297
UVUDF_1518               53.1722641 -27.80969453
UVUDF_1520               53.1673810 -27.81029432
UVUDF_1522               53.1492235 -27.81028009
UVUDF_1524               53.1741722 -27.81024862
UVUDF_1528               53.1544850 -27.81024426
UVUDF_1531               53.1456257 -27.81011635
UVUDF_1532               53.1666200 -27.81014110
UVUDF_1533               53.1594908 -27.81019821
UVUDF_1536               53.1615022 -27.81016911
UVUDF_1543               53.1713077 -27.81008688
UVUDF_1547               53.1614285 -27.81006842
UVUDF_1549               53.1541677 -27.81005295
UVUDF_1551               53.1690514 -27.81004696
UVUDF_1553               53.1632494 -27.81000205
UVUDF_1557               53.1488845 -27.80988543
UVUDF_1558               53.1519738 -27.80988774
UVUDF_1559               53.1423859 -27.80993779
UVUDF_1560               53.1688421 -27.80994026
UVUDF_1561               53.1734483 -27.80989553
UVUDF_1566               53.1403323 -27.80966800
UVUDF_1567               53.1425884 -27.80990327
UVUDF_1574               53.1744861 -27.80985254
UVUDF_1577               53.1540279 -27.80981784
UVUDF_1579               53.1663855 -27.80978093
UVUDF_1582               53.1500463 -27.80943101
UVUDF_1585               53.1486011 -27.80966055
UVUDF_1590               53.1658913 -27.80967308
UVUDF_1591               53.1668201 -27.80966531
UVUDF_1593               53.1577317 -27.80962296
UVUDF_1597               53.1474911 -27.80956347
UVUDF_1600               53.1591156 -27.80956458
UVUDF_1602               53.1618050 -27.80950647
UVUDF_1604               53.1636453 -27.80944411
UVUDF_1607               53.1461029 -27.80950961
UVUDF_1613               53.1412794 -27.80943306
UVUDF_1616               53.1621665 -27.80932086
UVUDF_1618               53.1623278 -27.80940343
UVUDF_1619               53.1477188 -27.80937957
UVUDF_1622               53.1725792 -27.80938178
UVUDF_1623               53.1399183 -27.80929363
UVUDF_1626               53.1626208 -27.80935738
UVUDF_1627               53.1399902 -27.80931681
UVUDF_1628               53.1632897 -27.80913072
UVUDF_1629               53.1708434 -27.80933679
UVUDF_1631               53.1391606 -27.80931796
UVUDF_1632               53.1740396 -27.80929133
UVUDF_1635               53.1518410 -27.80928749
UVUDF_1640               53.1417470 -27.80917963
UVUDF_1642               53.1492506 -27.80924977
UVUDF_1644               53.1742371 -27.80923065
UVUDF_1647               53.1436242 -27.80918038
UVUDF_1648               53.1663760 -27.80920501
UVUDF_1649               53.1491667 -27.80915701
UVUDF_1650               53.1516497 -27.80918206
UVUDF_1654               53.1633642 -27.80890214
UVUDF_1656               53.1474871 -27.80917880
UVUDF_1657               53.1529313 -27.80907134
UVUDF_1658               53.1513388 -27.80910986
UVUDF_1659               53.1530367 -27.80915115
UVUDF_1662               53.1634420 -27.80910593
UVUDF_1663               53.1582425 -27.80912533
UVUDF_1664               53.1680589 -27.80912314
UVUDF_1666               53.1746091 -27.80910627
UVUDF_1668               53.1425366 -27.80905534
UVUDF_1669               53.1640045 -27.80908288
UVUDF_1670               53.1756718 -27.80906797
UVUDF_1672               53.1654060 -27.80866212
UVUDF_1673               53.1681389 -27.80904426
UVUDF_1674               53.1520096 -27.80881468
UVUDF_1675               53.1419576 -27.80902737
UVUDF_1678               53.1464815 -27.80897896
UVUDF_1679               53.1725257 -27.80901295
UVUDF_1681               53.1669532 -27.80892700
UVUDF_1683               53.1504033 -27.80897695
UVUDF_1687               53.1490857 -27.80884347
UVUDF_1689               53.1617479 -27.80893763
UVUDF_1694               53.1680697 -27.80884120
UVUDF_1696               53.1385686 -27.80890754
UVUDF_1698               53.1674970 -27.80889645
UVUDF_1701               53.1658443 -27.80884999
UVUDF_1704               53.1642904 -27.80876357
UVUDF_1706               53.1646400 -27.80870363
UVUDF_1707               53.1501909 -27.80884115
UVUDF_1708               53.1650113 -27.80874742
UVUDF_1710               53.1562707 -27.80881354
UVUDF_1711               53.1678167 -27.80881240
UVUDF_1712               53.1503136 -27.80881681
UVUDF_1713               53.1686640 -27.80880670
UVUDF_1715               53.1449585 -27.80881117
UVUDF_1716               53.1712495 -27.80866893
UVUDF_1717               53.1701310 -27.80878965
UVUDF_1718               53.1690961 -27.80878841
UVUDF_1720               53.1636227 -27.80876943
UVUDF_1721               53.1551142 -27.80819120
UVUDF_1722               53.1468017 -27.80876247
UVUDF_1725               53.1369789 -27.80873532
UVUDF_1726               53.1656944 -27.80874143
UVUDF_1727               53.1512224 -27.80864387
UVUDF_1729               53.1545146 -27.80862466
UVUDF_1731               53.1616716 -27.80869628
UVUDF_1733               53.1545917 -27.80859676
UVUDF_1738               53.1598668 -27.80867569
UVUDF_1739               53.1603535 -27.80862534
UVUDF_1740               53.1673696 -27.80866403
UVUDF_1741               53.1571656 -27.80843365
UVUDF_1743               53.1452763 -27.80859325
UVUDF_1744               53.1759733 -27.80862422
UVUDF_1746               53.1384985 -27.80858289
UVUDF_1751               53.1423667 -27.80851081
UVUDF_1752               53.1490917 -27.80859492
UVUDF_1755               53.1491839 -27.80853188
UVUDF_1758               53.1471550 -27.80857603
UVUDF_1760               53.1613177 -27.80844671
UVUDF_1761               53.1494365 -27.80854800
UVUDF_1762               53.1487523 -27.80855093
UVUDF_1765               53.1760173 -27.80843525
UVUDF_1766               53.1417365 -27.80850549
UVUDF_1768               53.1576153 -27.80852518
UVUDF_1769               53.1738680 -27.80844867
UVUDF_1770               53.1605085 -27.80848176
UVUDF_1771               53.1668677 -27.80841307
UVUDF_1773               53.1497900 -27.80844304
UVUDF_1775               53.1416011 -27.80822959
UVUDF_1776               53.1383848 -27.80843741
UVUDF_1777               53.1410801 -27.80843637
UVUDF_1778               53.1589212 -27.80842371
UVUDF_1781               53.1406353 -27.80841033
UVUDF_1782               53.1535891 -27.80840924
UVUDF_1784               53.1568901 -27.80830814
UVUDF_1786               53.1561210 -27.80836353
UVUDF_1788               53.1569223 -27.80835602
UVUDF_1791               53.1690077 -27.80816374
UVUDF_1792               53.1529936 -27.80817841
UVUDF_1794               53.1606830 -27.80822934
UVUDF_1795               53.1446218 -27.80832155
UVUDF_1797               53.1692937 -27.80830231
UVUDF_1799               53.1385467 -27.80828097
UVUDF_1801               53.1550425 -27.80806650
UVUDF_1802               53.1520261 -27.80821563
UVUDF_1803               53.1403314 -27.80827157
UVUDF_1804               53.1437849 -27.80827907
UVUDF_1805               53.1594731 -27.80825286
UVUDF_1809               53.1423276 -27.80825267
UVUDF_1814               53.1414962 -27.80821752
UVUDF_1818               53.1519279 -27.80815380
UVUDF_1819               53.1692870 -27.80820393
UVUDF_1820               53.1759960 -27.80812443
UVUDF_1821               53.1469974 -27.80816216
UVUDF_1825               53.1494538 -27.80812836
UVUDF_1826               53.1664569 -27.80812820
UVUDF_1827               53.1695033 -27.80810830
UVUDF_1829               53.1740087 -27.80807993
UVUDF_1830               53.1460565 -27.80809799
UVUDF_1831               53.1752309 -27.80809183
UVUDF_1832               53.1386930 -27.80802244
UVUDF_1833               53.1384789 -27.80804745
UVUDF_1835               53.1387180 -27.80796867
UVUDF_1837               53.1545576 -27.80806058
UVUDF_1845               53.1720634 -27.80800780
UVUDF_1846               53.1630399 -27.80802575
UVUDF_1847               53.1664394 -27.80791359
UVUDF_1849               53.1516055 -27.80797469
UVUDF_1850               53.1755382 -27.80796482
UVUDF_1851               53.1401517 -27.80796367
UVUDF_1852               53.1504889 -27.80789289
UVUDF_1860               53.1431455 -27.80774184
UVUDF_1862               53.1753611 -27.80774140
UVUDF_1863               53.1474131 -27.80788110
UVUDF_1865               53.1592615 -27.80781082
UVUDF_1868               53.1444978 -27.80786058
UVUDF_1874               53.1527674 -27.80781494
UVUDF_1877               53.1667147 -27.80781417
UVUDF_1879               53.1492610 -27.80779234
UVUDF_1880               53.1517776 -27.80750167
UVUDF_1881               53.1389760 -27.80770623
UVUDF_1884               53.1480486 -27.80777099
UVUDF_1886               53.1561694 -27.80776600
